,match_id,date,venue,city,team1,team2,toss_winner,toss_decision,winner,team1_player1,team2_player1,team1_player2,team2_player2,team1_player3,team2_player3,team1_player4,team2_player4,team1_player5,team2_player5,team1_player6,team2_player6,team1_player7,team2_player7,team1_player8,team2_player8,team1_player9,team2_player9,team1_player10,team2_player10,team1_player11,team2_player11
133,3111,2011-02-28,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Canada,Zimbabwe,1,bat,1,JM Davison,BRM Taylor,NR Kumar,CK Coventry,R Gunasekera,T Taibu,A Bagai,CR Ervine,AS Hansra,E Chigumbura,Rizwan Cheema,SC Williams,ZE Surkari,GA Lamb,TG Gordon,P Utseya,Khurram Chohan,AG Cremer,HS Baidwan,RW Price,WD Balaji Rao,CB Mpofu
134,3113,2011-03-01,R Premadasa Stadium,Colombo,Sri Lanka,Kenya,1,bat,0,WU Tharanga,MA Ouma,TM Dilshan,SR Waters,KC Sangakkara,CO Obuya,DPMD Jayawardene,DO Obuya,TT Samaraweera,SO Tikolo,LPC Silva,T Mishra,AD Mathews,JK Kamande,KMDN Kulasekara,NN Odhiambo,M Muralitharan,PJ Ongondo,SL Malinga,SO Ngoche,BAW Mendis,E Otieno
135,3114,2011-03-02,M Chinnaswamy Stadium,Bangalore,England,Ireland,0,bat,1,AJ Strauss,WTS Porterfield,KP Pietersen,PR Stirling,IJL Trott,EC Joyce,IR Bell,NJ O'Brien,PD Collingwood,GC Wilson,MJ Prior,KJ O'Brien,TT Bresnan,AR Cusack,MH Yardy,JF Mooney,GP Swann,DT Johnston,SCJ Broad,GH Dockrell,JM Anderson,WB Rankin
136,3115,2011-03-03,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Netherlands,South Africa,0,field,1,AN Kervezee,HM Amla,W Barresi,GC Smith,TLW Cooper,JH Kallis,B Zuiderent,AB de Villiers,RN ten Doeschate,F du Plessis,TN de Grooth,JP Duminy,PW Borren,MN van Wyk,Mudassar Bukhari,RJ Peterson,PM Seelaar,M Morkel,BP Loots,DW Steyn,BA Westdijk,Imran Tahir
137,3116,2011-03-03,R Premadasa Stadium,Colombo,Canada,Pakistan,1,bat,1,R Gunasekera,Mohammad Hafeez,NR Kumar,Ahmed Shehzad,ZE Surkari,Kamran Akmal,A Bagai,Younis Khan,AS Hansra,Misbah-ul-Haq,Rizwan Cheema,Umar Akmal,TG Gordon,Shahid Afridi,HS Baidwan,Abdul Razzaq,Khurram Chohan,Umar Gul,WD Balaji Rao,Wahab Riaz,H Osinde,Saeed Ajmal
138,3117,2011-03-04,"Sardar Patel Stadium, Motera",Ahmedabad,New Zealand,Zimbabwe,1,bat,0,MJ Guptill,BRM Taylor,BB McCullum,CK Coventry,JD Ryder,T Taibu,LRPL Taylor,CR Ervine,JEC Franklin,E Chigumbura,SB Styris,RW Chakabva,NL McCullum,GA Lamb,DL Vettori,P Utseya,KD Mills,AG Cremer,TG Southee,RW Price,HK Bennett,T Panyangara
139,3118,2011-03-04,Shere Bangla National Stadium,Mirpur,Bangladesh,West Indies,0,bat,1,Tamim Iqbal,DS Smith,Imrul Kayes,CH Gayle,Junaid Siddique,DM Bravo,Mushfiqur Rahim,RR Sarwan,Shakib Al Hasan,S Chanderpaul,Raqibul Hasan,KA Pollard,Mohammad Ashraful,DC Thomas,Naeem Islam,DJG Sammy,Shafiul Islam,NO Miller,Abdur Razzak,SJ Benn,Rubel Hossain,KAJ Roach
140,3121,2011-03-06,M Chinnaswamy Stadium,Bangalore,India,Ireland,0,field,0,V Sehwag,WTS Porterfield,SR Tendulkar,PR Stirling,G Gambhir,EC Joyce,V Kohli,NJ O'Brien,Yuvraj Singh,AR White,MS Dhoni,KJ O'Brien,YK Pathan,AR Cusack,Harbhajan Singh,JF Mooney,PP Chawla,DT Johnston,Z Khan,GH Dockrell,MM Patel,WB Rankin
141,3120,2011-03-06,"MA Chidambaram Stadium, Chepauk",Chennai,England,South Africa,0,bat,0,AJ Strauss,HM Amla,KP Pietersen,GC Smith,IJL Trott,JH Kallis,IR Bell,AB de Villiers,RS Bopara,F du Plessis,MJ Prior,JP Duminy,MH Yardy,MN van Wyk,TT Bresnan,RJ Peterson,GP Swann,DW Steyn,SCJ Broad,M Morkel,JM Anderson,Imran Tahir
142,3122,2011-03-07,Feroz Shah Kotla,Delhi,Canada,Kenya,1,bat,0,R Gunasekera,MA Ouma,Rizwan Cheema,SR Waters,ZE Surkari,CO Obuya,A Bagai,DO Obuya,AS Hansra,SO Tikolo,TG Gordon,T Mishra,JM Davison,JK Kamande,HS Baidwan,TM Odoyo,PA Desai,NN Odhiambo,H Osinde,E Otieno,WD Balaji Rao,JO Ngoche
143,3124,2011-03-09,Feroz Shah Kotla,Delhi,India,Netherlands,1,bat,0,V Sehwag,ES Szwarczynski,SR Tendulkar,W Barresi,YK Pathan,TLW Cooper,G Gambhir,RN ten Doeschate,V Kohli,AN Kervezee,Yuvraj Singh,B Zuiderent,MS Dhoni,TN de Grooth,Harbhajan Singh,PW Borren,PP Chawla,BP Kruger,Z Khan,Mudassar Bukhari,A Nehra,PM Seelaar
144,3126,2011-03-11,"Punjab Cricket Association Stadium, Mohali",Chandigarh,Ireland,West Indies,0,field,1,WTS Porterfield,DS Smith,PR Stirling,S Chanderpaul,EC Joyce,DM Bravo,NJ O'Brien,RR Sarwan,GC Wilson,KA Pollard,KJ O'Brien,DJG Sammy,AR Cusack,DC Thomas,JF Mooney,AD Russell,AC Botha,NO Miller,GH Dockrell,SJ Benn,WB Rankin,KAJ Roach
145,3127,2011-03-11,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,England,0,field,0,Tamim Iqbal,AJ Strauss,Imrul Kayes,MJ Prior,Junaid Siddique,IJL Trott,Raqibul Hasan,IR Bell,Shakib Al Hasan,EJG Morgan,Mushfiqur Rahim,RS Bopara,Mahmudullah,GP Swann,Naeem Islam,PD Collingwood,Abdur Razzak,TT Bresnan,Shafiul Islam,A Shahzad,Rubel Hossain,JM Anderson
146,3128,2011-03-12,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,South Africa,0,bat,1,V Sehwag,HM Amla,SR Tendulkar,GC Smith,G Gambhir,JH Kallis,YK Pathan,AB de Villiers,Yuvraj Singh,JP Duminy,MS Dhoni,F du Plessis,V Kohli,MN van Wyk,Harbhajan Singh,J Botha,Z Khan,RJ Peterson,A Nehra,M Morkel,MM Patel,DW Steyn
147,3129,2011-03-13,Wankhede Stadium,Mumbai,Canada,New Zealand,0,field,1,R Gunasekera,MJ Guptill,H Patel,BB McCullum,ZE Surkari,JD Ryder,A Bagai,LRPL Taylor,AS Hansra,NL McCullum,Rizwan Cheema,KS Williamson,JM Davison,SB Styris,WD Balaji Rao,JEC Franklin,HS Baidwan,JDP Oram,Khurram Chohan,KD Mills,H Osinde,TG Southee
148,3130,2011-03-13,M Chinnaswamy Stadium,Bangalore,Australia,Kenya,0,bat,0,SR Watson,MA Ouma,BJ Haddin,AA Obanda,RT Ponting,CO Obuya,MJ Clarke,DO Obuya,CL White,T Mishra,MEK Hussey,TM Odoyo,SPD Smith,RR Patel,MG Johnson,JK Kamande,B Lee,NN Odhiambo,JJ Krejza,E Otieno,SW Tait,JO Ngoche
149,3131,2011-03-14,Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,Netherlands,1,bat,0,Tamim Iqbal,ES Szwarczynski,Imrul Kayes,W Barresi,Junaid Siddique,Mudassar Bukhari,Shahriar Nafees,TLW Cooper,Shakib Al Hasan,RN ten Doeschate,Mushfiqur Rahim,AN Kervezee,Mahmudullah,TN de Grooth,Suhrawadi Shuvo,AF Buurman,Abdur Razzak,PW Borren,Shafiul Islam,PM Seelaar,Rubel Hossain,Adeel Raja
150,3133,2011-03-15,Eden Gardens,Kolkata,Ireland,South Africa,0,field,1,WTS Porterfield,HM Amla,PR Stirling,GC Smith,EC Joyce,MN van Wyk,NJ O'Brien,JH Kallis,GC Wilson,JP Duminy,KJ O'Brien,F du Plessis,AR Cusack,CA Ingram,JF Mooney,J Botha,DT Johnston,RJ Peterson,GH Dockrell,M Morkel,WB Rankin,DW Steyn
151,3134,2011-03-16,M Chinnaswamy Stadium,Bangalore,Australia,Canada,1,bat,0,SR Watson,H Patel,BJ Haddin,JM Davison,RT Ponting,ZE Surkari,MJ Clarke,A Bagai,CL White,AS Hansra,MEK Hussey,Rizwan Cheema,SPD Smith,NR Kumar,MG Johnson,K Whatham,B Lee,HS Baidwan,JJ Krejza,WD Balaji Rao,SW Tait,H Osinde
152,3135,2011-03-17,"MA Chidambaram Stadium, Chepauk",Chennai,England,West Indies,0,bat,0,AJ Strauss,DS Smith,MJ Prior,CH Gayle,IJL Trott,DJG Sammy,IR Bell,DM Bravo,EJG Morgan,DC Thomas,RS Bopara,RR Sarwan,LJ Wright,KA Pollard,JC Tredwell,AD Russell,TT Bresnan,SJ Benn,GP Swann,KAJ Roach,CT Tremlett,D Bishoo
153,3137,2011-03-18,Wankhede Stadium,Mumbai,New Zealand,Sri Lanka,1,bat,1,MJ Guptill,WU Tharanga,BB McCullum,TM Dilshan,JD Ryder,KC Sangakkara,LRPL Taylor,DPMD Jayawardene,KS Williamson,AD Mathews,SB Styris,TT Samaraweera,JEC Franklin,LPC Silva,NL McCullum,KMDN Kulasekara,JDP Oram,SL Malinga,TG Southee,M Muralitharan,HK Bennett,BAW Mendis
154,3136,2011-03-18,Eden Gardens,Kolkata,Ireland,Netherlands,0,field,0,WTS Porterfield,ES Szwarczynski,PR Stirling,W Barresi,EC Joyce,TLW Cooper,NJ O'Brien,RN ten Doeschate,GC Wilson,AN Kervezee,KJ O'Brien,PW Borren,AR Cusack,AF Buurman,DT Johnston,Mudassar Bukhari,JF Mooney,PM Seelaar,GH Dockrell,Adeel Raja,WB Rankin,BP Loots
155,3139,2011-03-19,R Premadasa Stadium,Colombo,Australia,Pakistan,0,bat,1,SR Watson,Kamran Akmal,BJ Haddin,Mohammad Hafeez,RT Ponting,Asad Shafiq,MJ Clarke,Younis Khan,CL White,Misbah-ul-Haq,MEK Hussey,Umar Akmal,SPD Smith,Shahid Afridi,MG Johnson,Abdul Razzaq,JJ Krejza,Abdur Rehman,B Lee,Umar Gul,SW Tait,Wahab Riaz
156,3138,2011-03-19,Shere Bangla National Stadium,Mirpur,Bangladesh,South Africa,1,bat,1,Tamim Iqbal,HM Amla,Imrul Kayes,GC Smith,Junaid Siddique,JH Kallis,Shahriar Nafees,JP Duminy,Mushfiqur Rahim,F du Plessis,Shakib Al Hasan,MN van Wyk,Mahmudullah,J Botha,Naeem Islam,RJ Peterson,Shafiul Islam,WD Parnell,Abdur Razzak,LL Tsotsobe,Rubel Hossain,Imran Tahir
157,3140,2011-03-20,Eden Gardens,Kolkata,Kenya,Zimbabwe,1,bat,1,AA Obanda,BRM Taylor,DO Obuya,RW Chakabva,CO Obuya,T Taibu,SO Tikolo,V Sibanda,T Mishra,CR Ervine,TM Odoyo,E Chigumbura,RR Patel,GA Lamb,NN Odhiambo,P Utseya,PJ Ongondo,AG Cremer,E Otieno,RW Price,JO Ngoche,CB Mpofu
158,3141,2011-03-20,"MA Chidambaram Stadium, Chepauk",Chennai,India,West Indies,0,bat,0,G Gambhir,DS Smith,SR Tendulkar,KA Edwards,V Kohli,DM Bravo,Yuvraj Singh,RR Sarwan,MS Dhoni,KA Pollard,SK Raina,DC Thomas,YK Pathan,DJG Sammy,Harbhajan Singh,AD Russell,R Ashwin,SJ Benn,Z Khan,D Bishoo,MM Patel,R Rampaul
159,3142,2011-03-23,Shere Bangla National Stadium,Mirpur,Pakistan,West Indies,1,bat,0,Kamran Akmal,DS Smith,Mohammad Hafeez,CH Gayle,Asad Shafiq,RR Sarwan,Younis Khan,DM Bravo,Misbah-ul-Haq,S Chanderpaul,Umar Akmal,KA Pollard,Abdul Razzaq,DC Thomas,Shahid Afridi,DJG Sammy,Umar Gul,D Bishoo,Wahab Riaz,KAJ Roach,Saeed Ajmal,R Rampaul
160,3143,2011-03-24,"Sardar Patel Stadium, Motera",Ahmedabad,India,Australia,1,bat,0,V Sehwag,SR Watson,SR Tendulkar,BJ Haddin,G Gambhir,RT Ponting,V Kohli,MJ Clarke,Yuvraj Singh,MEK Hussey,MS Dhoni,CL White,SK Raina,DJ Hussey,R Ashwin,MG Johnson,Harbhajan Singh,B Lee,Z Khan,JJ Krejza,MM Patel,SW Tait
161,3144,2011-03-25,Shere Bangla National Stadium,Mirpur,New Zealand,South Africa,0,bat,0,MJ Guptill,HM Amla,BB McCullum,GC Smith,JD Ryder,JH Kallis,LRPL Taylor,AB de Villiers,SB Styris,JP Duminy,KS Williamson,F du Plessis,NL McCullum,J Botha,JDP Oram,RJ Peterson,DL Vettori,DW Steyn,LJ Woodcock,M Morkel,TG Southee,Imran Tahir
162,3145,2011-03-26,R Premadasa Stadium,Colombo,Sri Lanka,England,1,bat,0,WU Tharanga,AJ Strauss,TM Dilshan,IR Bell,KC Sangakkara,IJL Trott,DPMD Jayawardene,RS Bopara,TT Samaraweera,EJG Morgan,LPC Silva,GP Swann,AD Mathews,MJ Prior,SL Malinga,LJ Wright,HMRKB Herath,TT Bresnan,BAW Mendis,JC Tredwell,M Muralitharan,CT Tremlett
163,3146,2011-03-29,R Premadasa Stadium,Colombo,Sri Lanka,New Zealand,1,bat,0,WU Tharanga,MJ Guptill,TM Dilshan,BB McCullum,KC Sangakkara,JD Ryder,DPMD Jayawardene,LRPL Taylor,TT Samaraweera,SB Styris,LPC Silva,KS Williamson,AD Mathews,NL McCullum,SL Malinga,JDP Oram,HMRKB Herath,DL Vettori,BAW Mendis,TG Southee,M Muralitharan,AJ McKay
164,3147,2011-03-30,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Pakistan,0,bat,0,V Sehwag,Kamran Akmal,SR Tendulkar,Mohammad Hafeez,G Gambhir,Asad Shafiq,V Kohli,Younis Khan,Yuvraj Singh,Misbah-ul-Haq,MS Dhoni,Umar Akmal,SK Raina,Abdul Razzaq,Harbhajan Singh,Shahid Afridi,Z Khan,Wahab Riaz,A Nehra,Umar Gul,MM Patel,Saeed Ajmal
165,3148,2011-04-02,Wankhede Stadium,Mumbai,India,Sri Lanka,1,bat,0,V Sehwag,WU Tharanga,SR Tendulkar,TM Dilshan,G Gambhir,KC Sangakkara,V Kohli,DPMD Jayawardene,MS Dhoni,TT Samaraweera,Yuvraj Singh,CK Kapugedera,SK Raina,KMDN Kulasekara,Harbhajan Singh,NLTC Perera,Z Khan,SL Malinga,MM Patel,S Randiv,S Sreesanth,M Muralitharan
166,1942,2003-02-09,"Newlands, Cape Town",Cape Town,West Indies,South Africa,0,bat,0,CH Gayle,HH Gibbs,WW Hinds,G Kirsten,BC Lara,HH Dippenaar,S Chanderpaul,JH Kallis,CL Hooper,JN Rhodes,RL Powell,MV Boucher,RR Sarwan,SM Pollock,RD Jacobs,L Klusener,VC Drakes,N Boje,M Dillon,M Ntini,PT Collins,AA Donald
167,1943,2003-02-10,Harare Sports Club,Harare,Zimbabwe,Namibia,1,field,0,CB Wishart,R Walters,MA Vermeulen,SJ Swanepoel,A Flower,AJ Burger,GW Flower,D Keulder,DD Ebrahim,GB Murgatroyd,GJ Whittall,LJ Burger,T Taibu,DB Kotze,HH Streak,M Karg,BA Murphy,G Snyman,DT Hondo,JL Louw,HK Olonga,BL Kotze
168,1944,2003-02-10,"Goodyear Park, Bloemfontein",Bloemfontein,Sri Lanka,New Zealand,1,field,0,MS Atapattu,SP Fleming,ST Jayasuriya,NJ Astle,HP Tillakaratne,CD McMillan,DPMD Jayawardene,SB Styris,PA de Silva,CL Cairns,KC Sangakkara,L Vincent,RP Arnold,CZ Harris,WPUJC Vaas,JDP Oram,M Muralitharan,AR Adams,CRD Fernando,DR Tuffey,PW Gunaratne,SE Bond
169,1945,2003-02-11,"New Wanderers Stadium, Johannesburg",Johannesburg,Australia,Pakistan,1,field,0,AC Gilchrist,Taufeeq Umar,ML Hayden,Shahid Afridi,RT Ponting,Saleem Elahi,DR Martyn,Inzamam-ul-Haq,JP Maher,Yousuf Youhana,A Symonds,Younis Khan,GB Hogg,Abdul Razzaq,IJ Harvey,Rashid Latif,B Lee,Wasim Akram,JN Gillespie,Waqar Younis,GD McGrath,Shoaib Akhtar
170,1946,2003-02-11,"Kingsmead, Durban",Durban,Canada,Bangladesh,0,bat,0,I Maraj,Hannan Sarkar,JM Davison,Al Sahariar,DR Chumney,Habibul Bashar,IS Billcliff,Ehsanul Haque,JV Harris,Sanwar Hossain,NA de Groot,Alok Kapali,AF Sattaur,Khaled Mashud,A Bagai,Mohammad Rafique,S Thuraisingam,Tapash Baisya,A Codrington,Mashrafe Mortaza,D Joseph,Manjural Islam
171,1947,2003-02-12,"North West Cricket Stadium, Potchefstroom",Potchefstroom,Kenya,South Africa,0,bat,1,KO Otieno,HH Gibbs,RD Shah,G Kirsten,BJ Patel,N Boje,SO Tikolo,HH Dippenaar,HS Modi,MV Boucher,MO Odumbe,JH Kallis,TM Odoyo,SM Pollock,CO Obuya,L Klusener,MA Suji,CK Langeveldt,PJ Ongondo,M Ntini,AY Karim,JN Rhodes
172,1948,2003-02-12,"Boland Bank Park, Paarl",Paarl,India,Netherlands,0,bat,0,SC Ganguly,JF Kloppenburg,SR Tendulkar,DLS van Bunge,V Sehwag,HJC Mol,R Dravid,B Zuiderent,Yuvraj Singh,TBM de Leede,M Kaif,LP van Troost,D Mongia,RH Scholte,Harbhajan Singh,RP Lefebvre,A Kumble,E Schiferli,Z Khan,J Smits,J Srinath,Adeel Raja
173,1949,2003-02-13,"St George's Park, Port Elizabeth",Gqeberha,New Zealand,West Indies,1,field,0,SP Fleming,CH Gayle,DL Vettori,WW Hinds,NJ Astle,BC Lara,SB Styris,S Chanderpaul,CL Cairns,CL Hooper,L Vincent,RR Sarwan,CZ Harris,RL Powell,BB McCullum,RD Jacobs,AR Adams,VC Drakes,JDP Oram,NAM McLean,SE Bond,M Dillon
174,1951,2003-02-15,"SuperSport Park, Centurion",Centurion,India,Australia,0,bat,1,SC Ganguly,AC Gilchrist,SR Tendulkar,ML Hayden,V Sehwag,RT Ponting,R Dravid,DR Martyn,Yuvraj Singh,DS Lehmann,M Kaif,MG Bevan,D Mongia,A Symonds,A Kumble,GB Hogg,Harbhajan Singh,B Lee,Z Khan,GD McGrath,J Srinath,JN Gillespie
175,1952,2003-02-15,"Newlands, Cape Town",Cape Town,Canada,Kenya,0,bat,1,I Maraj,KO Otieno,JM Davison,RD Shah,DR Chumney,SO Tikolo,IS Billcliff,HS Modi,JV Harris,MO Odumbe,AF Sattaur,TM Odoyo,NA de Groot,PJ Ongondo,A Bagai,DO Obuya,S Thuraisingam,CO Obuya,A Codrington,MA Suji,D Joseph,AO Suji
176,1953,2003-02-16,"Buffalo Park, East London",East London,Netherlands,England,1,field,1,LP van Troost,ME Trescothick,DLS van Bunge,NV Knight,NA Statham,MP Vaughan,B Zuiderent,A Flintoff,KJJ van Noortwijk,ID Blackwell,TBM de Leede,PD Collingwood,JF Kloppenburg,N Hussain,E Schiferli,C White,RP Lefebvre,AJ Stewart,Adeel Raja,AR Caddick,J Smits,JM Anderson
177,1954,2003-02-16,"De Beers Diamond Oval, Kimberley",Kimberley,Pakistan,Namibia,0,bat,0,Saeed Anwar,R Walters,Saleem Elahi,SJ Swanepoel,Younis Khan,AJ Burger,Inzamam-ul-Haq,D Keulder,Yousuf Youhana,GB Murgatroyd,Rashid Latif,LJ Burger,Wasim Akram,DB Kotze,Abdul Razzaq,G Snyman,Waqar Younis,M van Schoor,Saqlain Mushtaq,BL Kotze,Shoaib Akhtar,RJ van Vuuren
178,1955,2003-02-16,"New Wanderers Stadium, Johannesburg",Johannesburg,South Africa,New Zealand,0,bat,1,GC Smith,CD McMillan,HH Gibbs,SP Fleming,N Boje,NJ Astle,JH Kallis,SB Styris,MV Boucher,CL Cairns,L Klusener,L Vincent,SM Pollock,BB McCullum,G Kirsten,JDP Oram,HH Dippenaar,AR Adams,M Ntini,DL Vettori,AA Donald,SE Bond
179,1957,2003-02-19,Harare Sports Club,Harare,India,Zimbabwe,1,field,0,V Sehwag,CB Wishart,SR Tendulkar,MA Vermeulen,D Mongia,A Flower,SC Ganguly,GW Flower,R Dravid,DD Ebrahim,Yuvraj Singh,AM Blignaut,M Kaif,T Taibu,Harbhajan Singh,GJ Whittall,Z Khan,HH Streak,A Nehra,BA Murphy,J Srinath,DT Hondo
180,1958,2003-02-19,"Boland Bank Park, Paarl",Paarl,Canada,Sri Lanka,1,field,1,DR Chumney,MS Atapattu,JM Davison,ST Jayasuriya,AF Sattaur,KC Sangakkara,IS Billcliff,PA de Silva,NA de Groot,DPMD Jayawardene,JV Harris,HP Tillakaratne,I Maraj,RP Arnold,A Bagai,WPUJC Vaas,S Thuraisingam,M Muralitharan,A Codrington,CRD Fernando,BB Seebaran,RAP Nissanka
181,1959,2003-02-19,"St George's Park, Port Elizabeth",Gqeberha,England,Namibia,1,field,0,ME Trescothick,SJ Swanepoel,NV Knight,AJ Burger,MP Vaughan,LJ Burger,AJ Stewart,D Keulder,PD Collingwood,GB Murgatroyd,A Flintoff,G Snyman,ID Blackwell,DB Kotze,C White,SF Burger,RC Irani,M van Schoor,AR Caddick,BL Kotze,JM Anderson,RJ van Vuuren
182,1961,2003-02-22,"Goodyear Park, Bloemfontein",Bloemfontein,Bangladesh,South Africa,1,field,1,Al Sahariar,HH Gibbs,Ehsanul Haque,G Kirsten,Mohammad Ashraful,JH Kallis,Sanwar Hossain,HH Dippenaar,Alok Kapali,AJ Hall,Tushar Imran,L Klusener,Khaled Mashud,MV Boucher,Khaled Mahmud,SM Pollock,Mohammad Rafique,RJ Peterson,Manjural Islam,M Ntini,Talha Jubair,M Zondeki
183,1962,2003-02-22,"Newlands, Cape Town",Cape Town,England,Pakistan,0,bat,0,ME Trescothick,Saeed Anwar,NV Knight,Shahid Afridi,MP Vaughan,Inzamam-ul-Haq,N Hussain,Yousuf Youhana,AJ Stewart,Younis Khan,PD Collingwood,Abdul Razzaq,A Flintoff,Rashid Latif,C White,Wasim Akram,AF Giles,Saqlain Mushtaq,AR Caddick,Waqar Younis,JM Anderson,Shoaib Akhtar
184,1963,2003-02-23,"SuperSport Park, Centurion",Centurion,Canada,West Indies,1,field,1,I Maraj,CH Gayle,JM Davison,WW Hinds,DR Chumney,BC Lara,IS Billcliff,RR Sarwan,N Ifill,CL Hooper,JV Harris,S Chanderpaul,NA de Groot,RL Powell,A Bagai,RD Jacobs,A Codrington,VC Drakes,BB Seebaran,M Dillon,D Joseph,PT Collins
185,1964,2003-02-23,"City Oval, Pietermaritzburg",Pietermaritzburg,India,Namibia,1,field,0,V Sehwag,SJ Swanepoel,SR Tendulkar,AJ Burger,SC Ganguly,LJ Burger,Yuvraj Singh,D Keulder,R Dravid,GB Murgatroyd,D Mongia,DB Kotze,M Kaif,M van Schoor,Harbhajan Singh,BO van Rooi,Z Khan,BL Kotze,A Nehra,G Snyman,J Srinath,RJ van Vuuren
186,1965,2003-02-24,"Gymkhana Club Ground, Nairobi",Nairobi,Kenya,Sri Lanka,1,field,0,KO Otieno,MS Atapattu,RD Shah,ST Jayasuriya,BJ Patel,HP Tillakaratne,SO Tikolo,PA de Silva,HS Modi,DPMD Jayawardene,MO Odumbe,KC Sangakkara,TM Odoyo,RP Arnold,CO Obuya,WPUJC Vaas,AO Suji,RAP Nissanka,PJ Ongondo,M Muralitharan,MA Suji,CRD Fernando
187,1966,2003-02-24,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,Australia,0,bat,1,CB Wishart,AC Gilchrist,GJ Whittall,ML Hayden,A Flower,RT Ponting,GW Flower,DR Martyn,DD Ebrahim,DS Lehmann,T Taibu,A Symonds,DA Marillier,MG Bevan,AM Blignaut,GB Hogg,HH Streak,B Lee,BA Murphy,JN Gillespie,DT Hondo,GD McGrath
188,1967,2003-02-25,"Boland Bank Park, Paarl",Paarl,Pakistan,Netherlands,1,field,0,Taufeeq Umar,NA Statham,Saeed Anwar,E Schiferli,Abdul Razzaq,B Zuiderent,Inzamam-ul-Haq,KJJ van Noortwijk,Yousuf Youhana,TBM de Leede,Saleem Elahi,DLS van Bunge,Rashid Latif,LP van Troost,Wasim Akram,HJC Mol,Shoaib Akhtar,JJ Esmeijer,Waqar Younis,RP Lefebvre,Saqlain Mushtaq,J Smits
189,1968,2003-02-26,"De Beers Diamond Oval, Kimberley",Kimberley,Bangladesh,New Zealand,0,bat,1,Hannan Sarkar,CD McMillan,Mohammad Ashraful,SP Fleming,Sanwar Hossain,AR Adams,Habibul Bashar,SB Styris,Alok Kapali,CL Cairns,Akram Khan,MS Sinclair,Khaled Mashud,BB McCullum,Khaled Mahmud,JDP Oram,Mohammad Rafique,KD Mills,Manjural Islam,DL Vettori,Tapash Baisya,SE Bond
190,1969,2003-02-26,"Kingsmead, Durban",Durban,India,England,0,bat,0,V Sehwag,ME Trescothick,SR Tendulkar,NV Knight,SC Ganguly,MP Vaughan,D Mongia,N Hussain,R Dravid,AJ Stewart,Yuvraj Singh,PD Collingwood,M Kaif,A Flintoff,Harbhajan Singh,C White,Z Khan,RC Irani,J Srinath,AR Caddick,A Nehra,JM Anderson
191,1970,2003-02-27,"North West Cricket Stadium, Potchefstroom",Potchefstroom,Australia,Namibia,0,bat,0,AC Gilchrist,AJ Burger,ML Hayden,SJ Swanepoel,MG Bevan,M Karg,A Symonds,D Keulder,RT Ponting,GB Murgatroyd,DR Martyn,DB Kotze,DS Lehmann,LJ Burger,GB Hogg,M van Schoor,B Lee,BL Kotze,AJ Bichel,BO van Rooi,GD McGrath,RJ van Vuuren
192,1971,2003-02-27,"Buffalo Park, East London",East London,South Africa,Canada,1,field,0,GC Smith,I Maraj,HH Gibbs,JM Davison,G Kirsten,DR Chumney,JH Kallis,IS Billcliff,HH Dippenaar,NA de Groot,MV Boucher,JV Harris,SM Pollock,A Bagai,AJ Hall,N Ifill,M Ntini,D Joseph,M Zondeki,BB Seebaran,AA Donald,A Patel
193,1972,2003-02-28,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,Netherlands,1,field,0,CB Wishart,JF Kloppenburg,MA Vermeulen,E Schiferli,A Flower,B Zuiderent,GJ Whittall,DLS van Bunge,DD Ebrahim,TBM de Leede,AM Blignaut,LP van Troost,HH Streak,RH Scholte,DA Marillier,HJC Mol,T Taibu,RP Lefebvre,BA Murphy,J Smits,DT Hondo,JJ Esmeijer
194,1973,2003-02-28,"Newlands, Cape Town",Cape Town,Sri Lanka,West Indies,0,bat,0,MS Atapattu,CH Gayle,ST Jayasuriya,WW Hinds,HP Tillakaratne,BC Lara,PA de Silva,RR Sarwan,DPMD Jayawardene,CL Hooper,RP Arnold,S Chanderpaul,KC Sangakkara,RD Jacobs,WPUJC Vaas,RL Powell,M Muralitharan,VC Drakes,CRD Fernando,M Dillon,PW Gunaratne,PT Collins
195,1974,2003-03-01,"New Wanderers Stadium, Johannesburg",Johannesburg,Kenya,Bangladesh,0,bat,0,KO Otieno,Al Sahariar,RD Shah,Mohammad Ashraful,BJ Patel,Tushar Imran,SO Tikolo,Khaled Mashud,HS Modi,Alok Kapali,MO Odumbe,Akram Khan,TM Odoyo,Sanwar Hossain,CO Obuya,Khaled Mahmud,PJ Ongondo,Mohammad Rafique,MA Suji,Tapash Baisya,AO Suji,Manjural Islam
